platform,family,phase,ep,eplb,token,sessions,values_us,truth_median_us,truth_mean_us,min_session_us,max_session_us,spread_pct,stability,source_group,truth_method,notes
h20,wideep_context,context,8,on,12288,3,5830.730;5872.617;5879.436,5872.617,5860.928,5830.73,5879.436,0.83,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_context,context,8,on,14336,3,6464.212;6464.299;6478.249,6464.298999999999,6468.919999999999,6464.212,6478.249,0.2171465150358817,stable,aic_covered_context_truth_supplement_20260725,torch_profiler_kernel_external_id_or_existing_mode_parser,AIC-covered truth supplement; wideep_generation token40 excluded because nsys event-node parser produced no valid truth.
h20,wideep_context,context,8,on,16384,3,7442.700;7448.494;7514.220,7448.494,7468.471,7442.7,7514.22,0.96,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,wideep_generation,generation,2,off,4,3,281.361;282.065;281.906,281.906,281.777,281.361,282.065,0.25,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,8,3,397.362;394.210;395.490,395.49,395.687,394.21,397.362,0.8,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,32,3,988.180;988.133;986.820,988.133,987.711,986.82,988.18,0.14,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,64,3,1449.318;1447.287;1443.205,1447.287,1446.603,1443.205,1449.318,0.42,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,128,3,1864.904;1870.697;1865.048,1865.048,1866.883,1864.904,1870.697,0.31,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,288,3,2321.755;2328.745;2333.098,2328.745,2327.866,2321.755,2333.098,0.49,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,512,3,2493.340;2493.035;2487.226,2493.035,2491.2,2487.226,2493.34,0.25,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,896,3,2633.372;2633.707;2643.164,2633.707,2636.748,2633.372,2643.164,0.37,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,1024,3,2726.524;2718.491;2749.900,2726.524,2731.638,2718.491,2749.9,1.15,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,off,1280,3,2837.434;2831.884;2850.621,2837.434,2839.98,2831.884,2850.621,0.66,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,4,3,282.849;283.201;282.097,282.849,282.716,282.097,283.201,0.39,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,8,3,396.977;398.082;395.922,396.977,396.994,395.922,398.082,0.54,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,32,3,993.476;995.893;991.077,993.476,993.482,991.077,995.893,0.48,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,64,3,1453.031;1449.046;1446.422,1449.046,1449.5,1446.422,1453.031,0.46,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,128,3,1871.400;1865.752;1869.943,1869.943,1869.032,1865.752,1871.4,0.3,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,288,3,2326.331;2330.154;2324.905,2326.331,2327.13,2324.905,2330.154,0.23,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,512,3,2494.154;2492.346;2496.298,2494.154,2494.266,2492.346,2496.298,0.16,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,896,3,2660.290;2651.682;2653.067,2653.067,2655.013,2651.682,2660.29,0.32,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,1024,3,2715.676;2721.994;2724.157,2721.994,2720.609,2715.676,2724.157,0.31,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,2,on,1280,3,2830.892;2829.243;2860.733,2830.892,2840.289,2829.243,2860.733,1.11,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,4,3,122.800;122.784;122.433,122.784,122.672,122.433,122.8,0.3,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,8,3,163.153;163.632;163.681,163.632,163.489,163.153,163.681,0.32,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,32,3,316.289;316.273;316.273,316.273,316.278,316.273,316.289,0.01,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,64,3,497.090;496.882;497.122,497.09,497.031,496.882,497.122,0.05,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,128,3,703.971;705.219;706.003,705.219,705.064,703.971,706.003,0.29,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,288,3,989.686;990.261;993.253,990.261,991.067,989.686,993.253,0.36,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,512,3,1150.966;1158.678;1158.358,1158.358,1156.001,1150.966,1158.678,0.67,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,896,3,1236.726;1236.950;1233.366,1236.726,1235.681,1233.366,1236.95,0.29,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,1024,3,1266.870;1272.310;1270.726,1270.726,1269.969,1266.87,1272.31,0.43,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,off,1280,3,1275.942;1278.950;1276.214,1276.214,1277.035,1275.942,1278.95,0.24,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,4,3,122.817;122.897;122.465,122.817,122.726,122.465,122.897,0.35,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,8,3,163.153;163.409;163.201,163.201,163.254,163.153,163.409,0.16,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,32,3,316.498;318.162;316.690,316.69,317.117,316.498,318.162,0.53,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,64,3,495.954;496.914;495.955,495.955,496.274,495.954,496.914,0.19,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,128,3,707.747;705.363;706.628,706.628,706.579,705.363,707.747,0.34,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,288,3,986.707;986.902;984.773,986.707,986.127,984.773,986.902,0.22,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,512,3,1212.686;1215.028;1209.783,1212.686,1212.499,1209.783,1215.028,0.43,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,896,3,1239.190;1236.614;1237.926,1237.926,1237.91,1236.614,1239.19,0.21,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,1024,3,1270.438;1272.341;1270.102,1270.438,1270.96,1270.102,1272.341,0.18,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,4,on,1280,3,1275.318;1277.606;1276.565,1276.565,1276.496,1275.318,1277.606,0.18,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,8,3,39.552;39.296;39.392,39.392,39.413,39.296,39.552,0.65,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,32,3,39.216;39.505;39.456,39.456,39.392,39.216,39.505,0.73,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,40,3,72.704;72.672;72.768,72.704,72.715,72.672,72.768,0.13,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,64,3,115.153;114.544;114.513,114.544,114.737,114.513,115.153,0.56,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,128,3,222.145;222.529;223.008,222.529,222.561,222.145,223.008,0.39,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,512,3,488.739;490.322;489.138,489.138,489.4,488.739,490.322,0.32,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,896,3,588.450;585.458;586.195,586.195,586.701,585.458,588.45,0.51,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,1024,3,625.475;626.851;626.818,626.818,626.381,625.475,626.851,0.22,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,off,1280,3,659.235;660.483;658.851,659.235,659.523,658.851,660.483,0.25,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,8,3,39.377;39.408;39.360,39.377,39.382,39.36,39.408,0.12,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,32,3,39.648;39.569;39.360,39.569,39.526,39.36,39.648,0.73,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,40,3,72.593;72.529;72.592,72.592,72.571,72.529,72.593,0.09,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,64,3,114.641;114.560;114.257,114.56,114.486,114.257,114.641,0.34,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,128,3,222.737;222.241;221.809,222.241,222.262,221.809,222.737,0.42,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,512,3,489.330;489.010;493.474,489.33,490.605,489.01,493.474,0.91,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,896,3,588.771;590.227;590.434,590.227,589.811,588.771,590.434,0.28,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,1024,3,630.611;631.251;630.450,630.611,630.771,630.45,631.251,0.13,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
h20,wideep_generation,generation,8,on,1280,3,665.027;664.210;664.643,664.643,664.627,664.21,665.027,0.12,stable,wideep_generation_nsys_parser_v2_full_review_20260723,nsys_cuda_graph_semantic_routed_compute_parser_v2,WideEP generation uses nsys parser v2; not old torch-profiler truth.
